"name","placename","street","zip","city","openingHours","phone","fax","mail","web","facebook","speakerPrivate","speakerPublic","spokenLanguages","description","category_horbz","category","subCategory","lat","lon"
"Dr. med. Kathrin Winkler",,"Töpferstraße 17","02625","Bautzen","Montag: 8-12 Uhr und 14-18 Uhr
Dienstag: 14 - 18 Uhr
Mittwoch: 8 - 12 Uhr
Donnerstag: 8 - 12 Uhr
Freitag: 8 - 12 Uhr","(03591) 41060","(03591) 598420",,"http://www.orthopaediepraxis-winkler.de/",,,,"Deutsch","Fachärztin für Innere Medizin / Rheumatologie","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.183108","14.429835"
"Dr. med. Wolfram Dunger",,"Max-Militzer-Weg 4","02625","Bautzen",,"(03591) 270675",,,,,,,"Deutsch","Facharzt für Allgemeinmedizin und Chirotherapie","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.15527","14.43766"
"Dr. med Uwe Wilhelm Haspel",,"Kesselstraße 4","02625","Bautzen",,"(03591) 326486",,,,,,,"Deutsch","Facharzt für Allgemeinmedizin und Naturheilverfahren","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.180578","14.424544"
"Volkshochschule Hoyerswerda",,"Lausitzer Platz 4","02977","Hoyerswerda","Montag bis Donnerstag 10.00 Uhr bis 12.30 Uhr und 13.30 Uhr bis 19.30 Uhr sowie Freitag  10.00 Uhr bis 12.30 Uhr und 13.30 Uhr bis 17.00 Uhr. In den sächsischen Schulferien bis 17.00 Uhr geöffnet.","03571 600800, Die Sprachberatung erfolgt nach terminlicher Absprache ebenfalls in der VHS (Tel.: 03571-6079943)  .","03571 6079939","info@vhs-hy.de ","http://www.vhs-hoyerswerda.de/",," Ute Grun (Leiterin VHS)"," Ute Grun (Leiterin VHS)","Deutsch","Das Frühjahrssemester startet am 27.02.2017. Das neue Kursangebot ist schriftlich und online ab sofort erhältlich. Bei uns haben Sie die Möglichkeit, an Kursangeboten im Bereich Gesellschaft und Politik, Kultur und Gestalten, Gesundheit, Sprachen, und Berufliche Bildung/ Arbeit am Computer teil zu nehmen. Darüber hinaus gibt es die Angebote im Bereich Junge Volkshochschule und spezielle Angebote für Firmen.","Arbeit und Bildung","d29bbe86-ecd6-42df-8054-70a90ec7b535",,"51.43754","14.26245"
"Kreisvolkshochschule Bautzen / Außenstelle Radeberg",,"Heidestraße 70","01454","Radeberg","Dienstag 09:00 - 12:00 und 13:00-16:00, Donnerstag  09:00-12:00","03528 416383","03528 416388","info.radeberg@kvhsbautzen.de","https://kvhsbautzen.de/, https://kvhsbautzen.de/index.php?id=162",,,,"Deutsch","In der Außenstelle Radeberg finden Kursangeboten im Bereich Gesellschaft, Kultur, Gesundheit, Sprachen, Beruf und Grundbildung statt. Im Rahmen der Öffnungszeiten können Sie u.a. an folgenden Kursen teilnehmen: 'Elternabend: ICH und meine Elternrolle', 'Psychologie - Ich höre was', Länderkunde/Reiseberichte, 'Umweltbildung/ Einführung in die Permakultur', bildende Kunst,  Malkurs, Filzen, Gymnastik/Bewegung, Entspannung.","Arbeit und Bildung","d29bbe86-ecd6-42df-8054-70a90ec7b535",,"51.108867","13.903052"
"Kreismusikschule Bautzen / Regionalstelle Bautzen",,"Schilleranlagen 1","02625","Bautzen","Sekretariat – Öffnungszeiten: Montag bis Freitag: 9.00 – 11.00 Uhr, Donnerstag: 9.00 – 11.00 und 14.00 – 17.00 Uhr      Veranstaltungen/Öffentlichkeitsarbeit – Sprechzeit: Donnerstag 9.30 – 13.00 Uhr und nach Absprache","03591 42241","03591 530352","kreismusikschule-bautzen@gmx.net","http://kreismusikschule-bautzen.de/",,"Charlotte Garnys (Leiterin)","Charlotte Garnys (Leiterin)","Deutsch","Alle musisch und kulturell interessierten Kinder, Jugendlichen und Erwachsenen sind in der Kreismusikschule Bautzen herzlich willkommen. Mit ihren vielfältigen Angeboten leistet die Kreismusikschule einen wesentlichen Beitrag zur Verbesserung der Lebensqualität im Landkreis Bautzen. Folgenden Instrumental- und Gesangsunterricht biete die Kreismusikschule Bautzen: Musikalische Früherziehung, Akkordeon, Holzblas- und Blechblasinstrumente, Gitarre, E-Gitarre, Bassgitarre, Gesang, Jazz-Rock-Pop, Klavier, Keyboard und Orgel, Streichinstrumente, Dudelsack und Harfe.Ensemble- und Ergänzungsfächer: Ensemble (Chor, Orchester, Kammermusikgruppen), Muisklehre.   ","Freizeit und Gemeinschaft","adfb2457-819c-4574-ace1-56f5b38d8f96","music","51.17657","14.42607"
"Kreismusikschule Bautzen/ Regionalstelle Bautzen - Außenstelle Bischofswerda",," August- König- Str. 12","01877","Bischofswerda",,"03594 713923","03594 716721","kreismusikschule-bautzen@gmx.net","http://kreismusikschule-bautzen.de/regionalstelle-bautzen-aussenstelle-bischofswerda/unterrichtsorte-regionalstelle-bautzen/",,"Herr Kimpel","Herr Kimpel","Deutsch","Ausbildungsangebote: Block- und Querflöte, Klarinette, Violine, Gitarre, E-und Bassgitarre, Akkordeon, Trompete, Posaune, Horn, Tuba, Tenorhorn, Klavier, Keyboard, Gesang, Schlagzeug, Rhythmik (für Kinder im Alter 4-6 Jahre), Instrumentenkiste, Musiklehre","Freizeit und Gemeinschaft","adfb2457-819c-4574-ace1-56f5b38d8f96","music","51.13258","14.18113"
"Keismusikschule Bautzen/ Regionalstelle Kamenz",,"Macherstraße 140a","01917","Kamenz","Sekretäriat - Öffnungszeiten: Montag – Donnerstag 10.00 – 12.00 Uhr und 13.00 – 15.00 Uhr      Leitung - Sprechzeit: Montag – Donnerstag 8.00 – 16.00 Uhr (nach telefonischer Vereinbarung)      Veranstaltungen/Öffentlichkeitsarbeit Sprechzeit: Dienstag und","03578 774737-0 ","03578 774737-71","info@musikschule-kamenz.de","http://kreismusikschule-bautzen.de/regionalstelle-kamenz/kontakt-regionalstelle-kamenz/",,"Leitung: Frau Isolde Käppler, Sekretariat: Frau Maria Krause, Veranstaltungen/Öffentlichkeitsarbeit: Frau Ines Ulfig","Leitung: Frau Isolde Käppler, Sekretariat: Frau Maria Krause, Veranstaltungen/Öffentlichkeitsarbeit: Frau Ines Ulfig","Deutsch","Ausbildungsangebote: Akkordeon, Blechblasinstrumente, Blockflöte, E-Bassgitarre, E-Gitarre, Fagott, Gesang, Gitarre, Instrumentenkiste Harfe, Keyboard, Klarinette, Klavier, Kontrabass, Querflöte, Saxophon, Schlagzeug, Violine, Musikalische Früherziehung, Musiklehre, Balllett/Kindertanz. Neben Radeberg sind weitere Außenstellen der Kreismusikschule/Regionalstelle Kamenz: Bretnig-Hauswalde, Crostwitz, Königsbrück, Oberlichtenau, Ottendorf-Okrilla, Panschwitz-Kuckau, Pulsnitz","Freizeit und Gemeinschaft","adfb2457-819c-4574-ace1-56f5b38d8f96","music","51.28966","14.11321"
"Keismusikschule Bautzen/ Regionalstelle Kamenz - Außenstelle Radeberg",,"Pulsnitzer Straße 41","01454","Radeberg","Außenstellenleitung - Sprechzeit: Montag 15.00 – 18.00 Uhr","03528 410083","03528 410083","info@musikschule-kamenz.de","http://kreismusikschule-bautzen.de/regionalstelle-kamenz/kontakt-regionalstelle-kamenz/",,"Außenstellenleitung: Frau Manuela Günther","Außenstellenleitung: Frau Manuela Günther","Deutsch","Ausbildungsangebote: Akkordeon, Blechblasinstrumente, Blockflöte, E-Bassgitarre, E-Gitarre, Fagott, Gesang, Gitarre, Instrumentenkiste, Keyboard, Klarinette, Klavier, Kontrabass, Querflöte, Saxophon, Schlagzeug, Violine, Violoncello, Musikalische Früherziehung, Musikalische Grundausbildung, Musiklehre, Balllett/Kindertanz","Freizeit und Gemeinschaft","adfb2457-819c-4574-ace1-56f5b38d8f96","music","51.120354","13.922976"
"Musikschule Hoyerwerda",,"Lausitzer Platz 4","02977","Hoyerswerda","Service Montag bis Freitag: 10.00 - 12:30 und 13:30 - 19.00 Uhr,  Service in den Ferien: 10.00 - 12:30 und 13:30 -17.00 Uhr, Unterricht Montag bis Freitag: 10.00 Uhr bis Unterrichtsende (ca. 21.00 Uhr)","03571 209300","03571 209302","info@musikschule-hy.de","www.musikschule-hy.de","https://de-de.facebook.com/Musikschule-Hoyerswerda-281499238539498/","David Brand (Leitung)","David Brand (Leitung)","Deutsch, Englisch","Die Musikschule Hoyerswerda ermöglicht Kindern, Jugendlichen und Erwachsenen eine umfassende musikalische Ausbildung und vielfältige Möglichkeiten zur musikalischen Betätigung. Unser Unterrichtsangebot ist breit gefächert, angefangen von den Eltern-Kind-Kursen ab dem 3. Lebensmonat bis hin zu den traditionellen und populären Musikinstrumenten. Unterrichtet wird neben 'Klassik' im weitesten Sinne auch Folklore, Jazz, Rock- und Popularmusik. Darüber hinaus bestehen zahlreiche Sing- und Spielkreise, Instrumental- und Vokalensembles, Bands und Orchester. Im Rahmen der Ganztagsschulprojekte (GTA) betreut die Musikschule alle interessierten Schulen. Außerdem findet musikalische Früherziehung in den Kindergärten in Hoyerswerda und den umliegenden Gemeinden statt.","Freizeit und Gemeinschaft","adfb2457-819c-4574-ace1-56f5b38d8f96","music","51.43754","14.26245"
"TIK - evangelisches Kinder- und Jugendzentrum ",,"Am Stadtwall 12","02625","Bautzen","Montag, Dienstag, Donnerstag und Freitag von 14.00 bis 18.00 Uhr, TEN SING: Mittwoch 17.00 bis 20.00 Uhr,  Sprach- und Nachhilfeunterricht für jugendliche Geflüchtete: Freitag 15.00 bis 17.00 Uhr","03591 480872, 0171/5692441","03591  480873","kontakt@tik-bautzen.de","http://tik-bautzen.de/","https://www.facebook.com/tik.bautzen","Björn Törne, Luisa Zabel, Robert Marschall","Björn Törne, Luisa Zabel, Robert Marschall","Deutsch, Englisch","Das Kinder- und Jugendzentrum der Ev.- Luth. Kirchgemeinde St. Petri Bautzen TIK  (“Treff im Keller”) bietet Kindern und Jugendlichen einen Ort, an dem sie mit zahlreichen Angeboten Ihre Freizeit gestalten können. Ob in der Offenen Tür, der Jungen Gemeinde, TEN SING („Teenager Sing“), der Kirche mit Kindern oder einer der vielen zusätzlichen Veranstaltungen und Projekte – hier findet jeder etwas nach seinem Alter und Geschmack.  Neu dabei ist der Sprach- und Nachhilfeunterricht für jugendliche Geflüchtete am Freitag Nachmittag.","Freizeit und Gemeinschaft","adfb2457-819c-4574-ace1-56f5b38d8f96","youth-club","51.183665","14.431152"
"Evangelisch-Lutherische Kirchgemeinde St.Petri Bautzen ",,"Am Stadtwall 12","02625","Bautzen","Pfarramt: Mo 9.00 – 12.00 Uhr
Di 9.00 – 12.00 Uhr und 14.00 – 16.00 Uhr
Mi geschlossen
Do 9.00 – 12.00 Uhr und 14.00 – 18.00 Uhr
Fr 9.00 – 12.00 Uhr ","03591 369710, 03591 36970 ","03591 369753","pfarramt@st-petri-bautzen.de","http://www.st-petri-bautzen.de/",,"Pfarramtsleiter Pfarrer Tiede, Verwaltungsleiter Claus Gruhl","Pfarramtsleiter Pfarrer Tiede, Verwaltungsleiter Claus Gruhl","Deutsch","Die ev.-luth.Kirchgemeinde St.Petri Bautzen umfasst einen evangelischen Kindergarten, ein evangelisches Kinder- und Jugendzentrum ('TIK'), eine Kinderkirche und verschiedene Gottesdienste.","Allgemeines (Unterpunkt: kirchliche/ freie Träger)","010cfae4-7506-425b-ba37-80e8d83427f0","christian","51.183665","14.431152"
"Martin-Luther-King-Haus / Evangelische Kirchgemeinde Hoyerswerda Neustadt",,"Bonhoeffer Straße","02977","Hoyerswerda","Di - Do 9:00 - 12:00 Uhr, Di und Do 15:00 bis 17:30 ","03571 972073","03571 414227","kinghaus@t-online.de","http://www.kinghaus.de/",,"Parrer Jörg Michel und Parrerin Antje Kruse-Michel","Parrer Jörg Michel und Parrerin Antje Kruse-Michel","Deutsch","Das Martin-Luther-King-Haus als Gemeindezentrum der evangelischen Kirchgemeinde Hoyerswerda Neustadt hält viele Angebote bereit: Neben Gottesdiensten gibt es u.a. einen Eine Welt-Laden, einen Vater-Mutter-Kind-Kreis, den Kreativzirkel, einen Kreis 'Interessierter Frauen', einen Männertreff und Seniorennachmittage.","Allgemeines (Unterpunkt: kirchliche/ freie Träger)","010cfae4-7506-425b-ba37-80e8d83427f0","christian","51.437352","14.255512"
"Kamenzer Bildungsgesellschaft gGmbH - Informations-, Beratungs- und Hilfezentrum","Haus der Begegnung","Christian-Weißmantelstr. 3","01917","Kamenz","Mo: 10:00 - 18:30 Uhr, Di und Mi: 08:00 – 16:30 Uhr, Do: 08:00 – 18 Uhr, Fr: 08:00 – 15:30 Uhr","03578 310432",,"chemnitzkabi@gmail.com","http://www.kabi-kamenz.de/index1.php?lfdnr=1",,"Katrin Chemnitz","Katrin Chemnitz","Deutsch","Informations-, Beratungs- und Begegnungszentrum für Personen mit Migrationshintergrund, insbesondere von Asylsuchenden und Flüchtlingen mit begleitenden Freizeitangeboten","Freizeit und Gemeinschaft","adfb2457-819c-4574-ace1-56f5b38d8f96",,"51.27504","14.11571"
"Lausitzer Seenlandklinikum, Flüchtlingssprechstunde","Anmeldung in der Notaufnahme","Maria-Grollmuß-Straße 10","02977","Hoyerswerda","Mo, Mi, und Fr 14-16 Uhr","03571 44-0",,"info@seenlandklinikum.de","https://www.seenlandklinikum.de/home.html",,,,"Deutsch","Diese ärztliche Sprechstunde wird speziell für geflüchtete Menschen angeboten.","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.44251","14.27073"
"Museum Bautzen",,"Kornmarkt 1","02625","Bautzen","Montag geschlossen (außer an Feiertagen), Dienstag bis Sonntag: Winter (1.10.-31.3.) 10.00 -18.00 Uhr, Sommer (1.4.bis 30.9.) 10.00 - 17.00 Uhr","Museumskasse: 03591 534-933, Sekretariat/Verwaltung: 03591 534-910","03591 534-940","museum@bautzen.de","http://www.bautzen.de/museum-bautzen.asp",,,"Sekretariat/Verwaltung: Karin Priebs","Deutsch, Sorbisch","Das Museum Bautzen bietet neben Führungen durch die Dauer- und wechselnden Sonderausstellungen regelmäßig eine Reihe von Veranstaltungen an, wie zum Beispiel Vorträge, Lesungen, Konzerte, Künstlergespräche, Projekte, Workshops und Ferienangebote für Schulklassen, Kinder und Jugendliche. Auch KIndergeburtstage sind auf Anfrage möglich.","Freizeit/Gemeinschaft - Unterpunkt: Museen","adfb2457-819c-4574-ace1-56f5b38d8f96","museum","51.180271","14.426705"
"Sorbisches Museum - Serbski muzej",,"Ortenburg 3","02625","Bautzen","Montag geschlossen (außer an Feiertagen), Dienstag bis Sonntag: 10.00 – 18.00 Uhr","03591 270870-0, Sekretariat: 03591 27087011","03591 270870-13","sekretariat@sorbisches-museum.de","http://sorbisches-museum.de/",,,"Sekretariat: Katrin Bernkopf","Deutsch, Sorbisch","Beeindruckende Geschichte und lebendige Gegenwart mit bunter, reicher Kultur und wundervollen Bräuchen – dafür stehen die Sorben. Lernen Sie dieses traditionsreiche Volk kennen – im Sorbischen Museum in Bautzen. Spannende Ausstellungen für die ganze Familie bringen Ihnen Geschichte, Handwerk und Trachten, Musik, Literatur und Kunst des sorbischen Volkes näher.","Freizeit/Gemeinschaft - Unterpunkt: Museen","adfb2457-819c-4574-ace1-56f5b38d8f96","museum","51.183407","14.419723"
"Deutsch-Sorbisches Volkstheater Bautzen",,"Seminarstraße 12","02625","Bautzen","Theaterkasse: Dienstag - Freitag 11:00 - 18:00 Uhr, Abendkasse 60 Minuten vor Beginn der Vorstellung","Kartentelefon: 03591 584225, Programminfo: 03591 584281, Zentrale: 0351 5840","03591 584200","service@theater-bautzen.de, kontakt@theater-bautzen.de","http://www.theater-bautzen.de/",,"Intendant: Lutz Hillmann",,"Deutsch, Sorbisch","Wir sind das einzige professionelle bikulturelle Theater Deutschlands. Rund 1000 Veranstaltungen, 25 Premieren, ein großes Schauspiel- und Puppentheaterrepertoire und jede Menge Theater erwarten die Zuschauer in jeder Spielzeit im Deutsch-Sorbischen Volkstheater Bautzen. Unter 'Volkstheater' verstehen wir programmatisch im Gegensatz zum großstädtischen 'Expertentheater' also im Sinne eines Angebots für Jedermann von Schiller über Wedekind bis hin zum Familienknüller. Höhepunkt und Abschluss einer jeden Spielzeit ist der jährlich stattfindende Theatersommer im Hof der historischen Ortenburg. ","Freizeit/Gemeinschaft - Unterpunkt: Theater","adfb2457-819c-4574-ace1-56f5b38d8f96","stage","51.1781","14.42452"
"Stadttheater Kamenz",,"Pulsnitzer Str. 11","01917","Kamenz","Mo-Fr 10:00 - 18:00 Uhr, Sa/So/Feiertags 10:00 - 13:00 Uhr und 14:00 - 18:00 Uhr, Abendkasse jeweils eine Stunde vor Beginn","03578 379205","03578 379291","kamenzinformation@kamenz.de","http://www.stadttheater-kamenz.de/spielplan.html",,"Bereichsleiter Kulturbüro: Frank Hohlfeld",,"Deutsch","Das Theater liegt im Herzen der Stadt Kamenz. Die beliebte Kultur- und Begegnungsstätte wurde am 3. Oktober 1999 wiedereröffnet. Seit 1824 schon gibt es in diesem ehemaligen Brauhaus Theaterveranstaltungen, klassische Konzerte, Kabarett, interessante Dia-Vorträge, Kunstausstellungen und vieles mehr. Das Haus ist also mehr, als 'nur' ein Theater! Es bietet Kultur für alle Interessierten, egal ob jung oder alt! ","Freizeit/Gemeinschaft - Unterpunkt: Theater","adfb2457-819c-4574-ace1-56f5b38d8f96","stage","51.270127","14.093038"
"Hutbergbühne Kamenz","c/o Stadtverwaltung Kamenz, Dezernat Kultur/Veranstaltungsdienste","Markt 1","01917","Kamenz",,"über Kamenz-Information: 03578 379205",,"info@hutbergbuehne-kamenz.de ","http://hutbergbuehne-kamenz.de/",,,,,"Eingebettet in einen Parkwald mit seltenen Nadelgehölzen sowie umgeben von Tausenden Rhododendren und Azaleen bietet die Hutbergbühne bereits den Ankommenden erste Erlebnisse. Die seit 1992 regelmäßig in dieser einzigartigen Naturkulisse stattfindenden Konzerte sowie moderne Produktionsbedingungen und eine für Künstler wie Besucher erfolgreiche Veranstaltungspraxis haben die Hutbergbühne zu einem der beliebtesten und bekanntesten Open-Air-Orte in Sachsen werden lassen. Alle Informationen zur Spielstätte, zu den Konzertterminen und dem Kartenvorverkauf finden Sie unter www.hutbergbuehne-kamenz.de.","Freizeit/Gemeinschaft - Unterpunkt: Musik","adfb2457-819c-4574-ace1-56f5b38d8f96","stage","51.27008","14.09466"
"Lessing Museum ",,"Lessingplatz 1-3","01917","Kamenz","Montag geschlossen, Di-Fr 9:00 - 17:00 Uhr, Sa/So und an Feiertagen 13:00 - 17:00 Uhr","03578 379111","03578 379119","kontakt@lessingmuseum.de","http://www.lessingmuseum.de/",,,"Museumsreferent / Pressearbeit: Matthias Hanke","Deutsch","Das 1931 gegründete Literaturmuseum präsentiert seit 2011 eine neue Dauerausstellung in Lessings Geburtsstadt. Sie widmet sich dem bewegten Leben und dem vielschichtigen Werk des Aufklärers und Dichters anhand zahlreicher Erstausgaben, Stiche und Kleinplastiken. Schreibtischinstallationen schaffen einen emotionalen Zugang zu seiner jeweiligen Lebenssituation. Hier kann man erfahren, warum Lessing für die deutsche Aufklärung und das Theater nicht wegzudenken ist.","Freizeit/Gemeinschaft - Unterpunkt: Museen","adfb2457-819c-4574-ace1-56f5b38d8f96","museum","51.271975","14.094706"
"Stadtmuseum Hoyerswerda",,"Schloßplatz 1","02977","Hoyerswerda",,"03571  603530","03571 603532","info@museum-hy.de","http://www.museum-hy.de/",,,,"Deutsch","Seit 1952 ist im Hoyerswerdaer Schloss das Stadtmuseum mit seinen regional und überregional bedeutenden Beständen untergebracht. Mit seiner ständigen Ausstellung zur Stadtgeschichte und den wechselnden Sonderausstellungen zog es seither zahlreiche Besucher an. In den Jahren von 1990 bis 1998 wurde das denkmalgeschützte Gebäude von Grund auf saniert. Mit Stadtmuseum, Galerie, Konzertsaal, Kaminzimmer und Gesellschaftsraum lädt es Sie zu kulturellen Veranstaltungen aller Art ein. Besuchen Sie das älteste Gebäude der Stadt.","Freizeit/Gemeinschaft - Unterpunkt: Museen","adfb2457-819c-4574-ace1-56f5b38d8f96","museum","51.43864","14.24496"
"Kulturfabrik Hoyerswerda",,"Braugasse 1","02977","Hoyerswerda","Montag 14:00 - 18:00 Uhr, Di, Mi, Do 10:00 - 12:00 Uhr und 14:00 - 18:00 Uhr, Freitag 10:00 - 12:00 Uhr und 14:00 - 16:00 Uhr, Samstag 17:00 - 00:00 Uhr, Sonntag 14:00 - 20:00 Uhr","03571 2093330","03571 2093340","info(at)kufa-hoyerswerda.de","http://www.kufa-hoyerswerda.de/","https://de-de.facebook.com/kufahoyerswerda/",,"Geschäftsführer: Uwe Proksch","Deutsch","Die Gründungsmitglieder der „Kulturfabrik“ kommen aus der alternativen DDR-Jugendkulturarbeit. Auf der Suche nach Erweiterungsmöglichkeiten gründete sich 1994 der Verein mit dem Ziel, ein „Soziokulturelles Zentrum“ für Hoyerswerda zu errichten. Anliegen des „Kulturfabrik e.V.“ ist es, Kommunikation zwischen Menschen aus verschiedenen Lebensbereichen mit unterschiedlichen Interessen durch kulturelle Projekte zu ermöglichen. Über Kunst und Kultur finden Bereiche zusammen, die man im alltäglichen Leben als getrennt gewohnt ist. Verwirklicht wird dies auf verschiedenen Ebenen. Es findet ein generationsübergreifender Dialog, z.B. zwischen Kunst und Jugendkultur, zwischen Konsumtion von Kunst und kreativen Tun statt. Traditionelle Unterteilungen in Kultur-, Jugend- und Sozialarbeit werden dabei bewusst überschritten.","Freizeit/Gemeinschaft","07f88130-7d98-4a20-bbb8-d0d98f55c553","meeting-place","51.439134","14.245335"
